edge_index,mcu_pa9_time_s,pi_irq_marker_time_s,delta_us
4395,4.3951189,4.3951224,3.50
4396,4.3961189,4.3961224,3.50
4397,4.3971188,4.3971223,3.50
4398,4.3981187,4.3981222,3.50
4399,4.3991187,4.3991221,3.40
4400,4.4001186,4.4001221,3.50
4401,4.4011185,4.4011220,3.50
4402,4.4021185,4.4021219,3.40
4403,4.4031184,4.4031219,3.50
4404,4.4041184,4.4041219,3.50
4405,4.4051183,4.4051218,3.50
4406,4.4061182,4.4061217,3.50
4407,4.4071182,4.4071217,3.50
4408,4.4081181,4.4081216,3.50
4409,4.4091180,4.4091215,3.50
4410,4.4101180,4.4101215,3.50
4411,4.4111179,4.4111214,3.50
4412,4.4121179,4.4121214,3.50
4413,4.4131178,4.4131213,3.50
4414,4.4141177,4.4141212,3.50
4415,4.4151177,4.4151212,3.50
4416,4.4161176,4.4161211,3.50
4417,4.4171175,4.4171210,3.50
4418,4.4181175,4.4181209,3.40
4419,4.4191174,4.4191209,3.50
4420,4.4201174,4.4201209,3.50
4421,4.4211173,4.4211207,3.40
4422,4.4221172,4.4221207,3.50
4423,4.4231172,4.4231207,3.50
4424,4.4241171,4.4241206,3.50
4425,4.4251170,4.4251205,3.50
4426,4.4261170,4.4261205,3.50
4427,4.4271169,4.4271204,3.50
4428,4.4281169,4.4281203,3.40
4429,4.4291168,4.4291203,3.50
4430,4.4301167,4.4301202,3.50
4431,4.4311167,4.4311201,3.40
4432,4.4321166,4.4321201,3.50
4433,4.4331165,4.4331200,3.50
4434,4.4341165,4.4341200,3.50
4435,4.4351164,4.4351199,3.50
4436,4.4361163,4.4361199,3.60
4437,4.4371163,4.4371198,3.50
4438,4.4381162,4.4381197,3.50
4439,4.4391162,4.4391196,3.40
4440,4.4401161,4.4401196,3.50
4441,4.4411160,4.4411195,3.50
4442,4.4421160,4.4421194,3.40
4443,4.4431159,4.4431194,3.50
4444,4.4441158,4.4441193,3.50
4445,4.4451158,4.4451193,3.50
4446,4.4461157,4.4461192,3.50
4447,4.4471157,4.4471191,3.40
4448,4.4481156,4.4481191,3.50
4449,4.4491155,4.4491190,3.50
4450,4.4501155,4.4501190,3.50
4451,4.4511154,4.4511189,3.50
4452,4.4521153,4.4521189,3.60
4453,4.4531153,4.4531187,3.40
4454,4.4541152,4.4541187,3.50
4455,4.4551152,4.4551186,3.40
4456,4.4561151,4.4561186,3.50
4457,4.4571150,4.4571185,3.50
4458,4.4581150,4.4581184,3.40
4459,4.4591149,4.4591184,3.50
4460,4.4601148,4.4601183,3.50
4461,4.4611148,4.4611183,3.50
4462,4.4621147,4.4621182,3.50
4463,4.4631147,4.4631181,3.40
4464,4.4641146,4.4641181,3.50
4465,4.4651145,4.4651180,3.50
4466,4.4661145,4.4661179,3.40
4467,4.4671144,4.4671179,3.50
4468,4.4681143,4.4681178,3.50
4469,4.4691143,4.4691177,3.40
4470,4.4701142,4.4701177,3.50
4471,4.4711141,4.4711177,3.60
4472,4.4721141,4.4721176,3.50
4473,4.4731140,4.4731175,3.50
4474,4.4741140,4.4741174,3.40
4475,4.4751139,4.4751174,3.50
4476,4.4761138,4.4761173,3.50
4477,4.4771138,4.4771173,3.50
4478,4.4781137,4.4781172,3.50
4479,4.4791136,4.4791171,3.50
4480,4.4801136,4.4801171,3.50
4481,4.4811135,4.4811170,3.50
4482,4.4821135,4.4821169,3.40
4483,4.4831134,4.4831169,3.50
4484,4.4841133,4.4841168,3.50
4485,4.4851133,4.4851167,3.40
4486,4.4861132,4.4861168,3.60
4487,4.4871131,4.4871166,3.50
4488,4.4881131,4.4881166,3.50
4489,4.4891130,4.4891165,3.50
4490,4.4901130,4.4901165,3.50
4491,4.4911129,4.4911164,3.50
4492,4.4921128,4.4921163,3.50
4493,4.4931128,4.4931163,3.50
4494,4.4941127,4.4941162,3.50
4495,4.4951126,4.4951161,3.50
4496,4.4961126,4.4961161,3.50
4497,4.4971125,4.4971161,3.60
4498,4.4981125,4.4981159,3.40
4499,4.4991124,4.4991159,3.50
4500,4.5001123,4.5001158,3.50
4501,4.5011123,4.5011157,3.40
4502,4.5021122,4.5021157,3.50
4503,4.5031121,4.5031156,3.50
4504,4.5041121,4.5041155,3.40
4505,4.5051120,4.5051155,3.50
4506,4.5061120,4.5061154,3.40
4507,4.5071119,4.5071154,3.50
4508,4.5081118,4.5081153,3.50
4509,4.5091118,4.5091153,3.50
4510,4.5101117,4.5101152,3.50
4511,4.5111116,4.5111151,3.50
4512,4.5121116,4.5121151,3.50
4513,4.5131115,4.5131150,3.50
4514,4.5141115,4.5141149,3.40
4515,4.5151114,4.5151149,3.50
4516,4.5161113,4.5161148,3.50
4517,4.5171113,4.5171148,3.50
4518,4.5181112,4.5181147,3.50
4519,4.5191111,4.5191146,3.50
4520,4.5201111,4.5201146,3.50
4521,4.5211110,4.5211145,3.50
4522,4.5221110,4.5221144,3.40
4523,4.5231109,4.5231144,3.50
4524,4.5241108,4.5241143,3.50
4525,4.5251108,4.5251142,3.40
4526,4.5261107,4.5261142,3.50
4527,4.5271106,4.5271141,3.50
4528,4.5281106,4.5281141,3.50
4529,4.5291105,4.5291140,3.50
4530,4.5301105,4.5301139,3.40
4531,4.5311104,4.5311139,3.50
4532,4.5321103,4.5321138,3.50
4533,4.5331103,4.5331138,3.50
4534,4.5341102,4.5341137,3.50
4535,4.5351101,4.5351136,3.50
4536,4.5361101,4.5361136,3.50
4537,4.5371100,4.5371135,3.50
4538,4.5381100,4.5381134,3.40
4539,4.5391099,4.5391134,3.50
4540,4.5401098,4.5401133,3.50
4541,4.5411098,4.5411132,3.40
4542,4.5421097,4.5421132,3.50
4543,4.5431096,4.5431131,3.50
4544,4.5441096,4.5441131,3.50
4545,4.5451095,4.5451130,3.50
4546,4.5461094,4.5461129,3.50
4547,4.5471094,4.5471129,3.50
4548,4.5481093,4.5481128,3.50
4549,4.5491093,4.5491127,3.40
4550,4.5501092,4.5501127,3.50
4551,4.5511091,4.5511127,3.60
4552,4.5521091,4.5521125,3.40
4553,4.5531090,4.5531176,8.60
4554,4.5541089,4.5541124,3.50
4555,4.5551089,4.5551175,8.60
4556,4.5561088,4.5561123,3.50
4557,4.5571088,4.5571122,3.40
4558,4.5581087,4.5581122,3.50
4559,4.5591086,4.5591121,3.50
4560,4.5601086,4.5601120,3.40
4561,4.5611085,4.5611120,3.50
4562,4.5621084,4.5621119,3.50
4563,4.5631084,4.5631118,3.40
4564,4.5641083,4.5641118,3.50
4565,4.5651083,4.5651117,3.40
4566,4.5661082,4.5661117,3.50
4567,4.5671081,4.5671116,3.50
4568,4.5681081,4.5681116,3.50
4569,4.5691080,4.5691115,3.50
4570,4.5701079,4.5701114,3.50
4571,4.5711079,4.5711114,3.50
4572,4.5721078,4.5721113,3.50
4573,4.5731078,4.5731112,3.40
4574,4.5741077,4.5741112,3.50
4575,4.5751076,4.5751111,3.50
4576,4.5761076,4.5761110,3.40
4577,4.5771075,4.5771110,3.50
4578,4.5781074,4.5781109,3.50
4579,4.5791074,4.5791108,3.40
4580,4.5801073,4.5801108,3.50
4581,4.5811073,4.5811107,3.40
4582,4.5821072,4.5821106,3.40
4583,4.5831071,4.5831106,3.50
4584,4.5841071,4.5841105,3.40
4585,4.5851070,4.5851105,3.50
4586,4.5861069,4.5861104,3.50
4587,4.5871069,4.5871103,3.40
4588,4.5881068,4.5881104,3.60
4589,4.5891067,4.5891102,3.50
4590,4.5901067,4.5901101,3.40
4591,4.5911066,4.5911101,3.50
4592,4.5921066,4.5921100,3.40
4593,4.5931065,4.5931100,3.50
4594,4.5941064,4.5941099,3.50
4595,4.5951064,4.5951098,3.40
4596,4.5961063,4.5961098,3.50
4597,4.5971062,4.5971097,3.50
4598,4.5981062,4.5981097,3.50
4599,4.5991061,4.5991096,3.50
4600,4.6001061,4.6001095,3.40
4601,4.6011060,4.6011095,3.50
4602,4.6021059,4.6021094,3.50
4603,4.6031059,4.6031093,3.40
4604,4.6041058,4.6041093,3.50
4605,4.6051057,4.6051093,3.60
4606,4.6061057,4.6061091,3.40
4607,4.6071056,4.6071091,3.50
4608,4.6081056,4.6081090,3.40
4609,4.6091055,4.6091090,3.50
4610,4.6101054,4.6101089,3.50
4611,4.6111054,4.6111089,3.50
4612,4.6121053,4.6121088,3.50
4613,4.6131052,4.6131087,3.50
4614,4.6141052,4.6141086,3.40
4615,4.6151051,4.6151086,3.50
4616,4.6161051,4.6161085,3.40
4617,4.6171050,4.6171084,3.40
4618,4.6181049,4.6181084,3.50
4619,4.6191049,4.6191083,3.40
4620,4.6201048,4.6201083,3.50
4621,4.6211047,4.6211082,3.50
4622,4.6221047,4.6221081,3.40
4623,4.6231046,4.6231081,3.50
4624,4.6241046,4.6241080,3.40
4625,4.6251045,4.6251080,3.50
4626,4.6261044,4.6261079,3.50
4627,4.6271044,4.6271078,3.40
4628,4.6281043,4.6281078,3.50
4629,4.6291042,4.6291077,3.50
4630,4.6301042,4.6301076,3.40
4631,4.6311041,4.6311076,3.50
4632,4.6321041,4.6321075,3.40
4633,4.6331040,4.6331075,3.50
4634,4.6341039,4.6341074,3.50
4635,4.6351039,4.6351073,3.40
4636,4.6361038,4.6361073,3.50
4637,4.6371037,4.6371072,3.50
4638,4.6381037,4.6381071,3.40
4639,4.6391036,4.6391071,3.50
4640,4.6401036,4.6401070,3.40
4641,4.6411035,4.6411070,3.50
4642,4.6421034,4.6421069,3.50
4643,4.6431034,4.6431068,3.40
4644,4.6441033,4.6441068,3.50
4645,4.6451032,4.6451067,3.50
4646,4.6461032,4.6461067,3.50
4647,4.6471031,4.6471066,3.50
4648,4.6481031,4.6481065,3.40
4649,4.6491030,4.6491065,3.50
4650,4.6501029,4.6501064,3.50
4651,4.6511029,4.6511063,3.40
4652,4.6521028,4.6521063,3.50
4653,4.6531027,4.6531062,3.50
4654,4.6541027,4.6541061,3.40
4655,4.6551026,4.6551061,3.50
4656,4.6561026,4.6561060,3.40
4657,4.6571025,4.6571060,3.50
4658,4.6581024,4.6581059,3.50
4659,4.6591024,4.6591058,3.40
4660,4.6601023,4.6601058,3.50
4661,4.6611022,4.6611057,3.50
4662,4.6621022,4.6621056,3.40
4663,4.6631021,4.6631056,3.50
4664,4.6641020,4.6641055,3.50
4665,4.6651020,4.6651055,3.50
4666,4.6661019,4.6661054,3.50
4667,4.6671019,4.6671053,3.40
4668,4.6681018,4.6681053,3.50
4669,4.6691017,4.6691052,3.50
4670,4.6701017,4.6701051,3.40
4671,4.6711016,4.6711051,3.50
4672,4.6721015,4.6721050,3.50
4673,4.6731015,4.6731050,3.50
4674,4.6741014,4.6741049,3.50
4675,4.6751014,4.6751048,3.40
4676,4.6761013,4.6761048,3.50
4677,4.6771012,4.6771047,3.50
4678,4.6781012,4.6781046,3.40
4679,4.6791011,4.6791046,3.50
4680,4.6801010,4.6801045,3.50
4681,4.6811010,4.6811045,3.50
4682,4.6821009,4.6821044,3.50
4683,4.6831009,4.6831043,3.40
4684,4.6841008,4.6841043,3.50
4685,4.6851007,4.6851042,3.50
4686,4.6861007,4.6861041,3.40
4687,4.6871006,4.6871041,3.50
4688,4.6881005,4.6881040,3.50
4689,4.6891005,4.6891040,3.50
4690,4.6901004,4.6901039,3.50
4691,4.6911004,4.6911038,3.40
4692,4.6921003,4.6921038,3.50
4693,4.6931002,4.6931037,3.50
4694,4.6941002,4.6941036,3.40
4695,4.6951001,4.6951036,3.50
4696,4.6961000,4.6961035,3.50
4697,4.6971000,4.6971035,3.50
4698,4.6980999,4.6981034,3.50
4699,4.6990998,4.6991033,3.50
4700,4.7000998,4.7001033,3.50
4701,4.7010997,4.7011032,3.50
4702,4.7020997,4.7021031,3.40
4703,4.7030996,4.7031031,3.50
4704,4.7040995,4.7041030,3.50
4705,4.7050995,4.7051029,3.40
4706,4.7060994,4.7061093,9.90
4707,4.7070993,4.7071028,3.50
4708,4.7080993,4.7081028,3.50
4709,4.7090992,4.7091027,3.50
4710,4.7100992,4.7101026,3.40
4711,4.7110991,4.7111026,3.50
4712,4.7120990,4.7121025,3.50
4713,4.7130990,4.7131024,3.40
4714,4.7140989,4.7141024,3.50
4715,4.7150988,4.7151023,3.50
4716,4.7160988,4.7161023,3.50
4717,4.7170987,4.7171022,3.50
4718,4.7180987,4.7181021,3.40
4719,4.7190986,4.7191021,3.50
4720,4.7200985,4.7201020,3.50
4721,4.7210985,4.7211020,3.50
4722,4.7220984,4.7221019,3.50
4723,4.7230983,4.7231029,4.60
4724,4.7240983,4.7241017,3.40
4725,4.7250982,4.7251068,8.60
4726,4.7260982,4.7261017,3.50
4727,4.7270981,4.7271067,8.60
4728,4.7280980,4.7281015,3.50
4729,4.7290980,4.7291066,8.60
4730,4.7300979,4.7301014,3.50
4731,4.7310978,4.7311065,8.70
4732,4.7320978,4.7321012,3.40
4733,4.7330977,4.7331064,8.70
4734,4.7340977,4.7341011,3.40
4735,4.7350976,4.7351063,8.70
4736,4.7360975,4.7361011,3.60
4737,4.7370975,4.7371010,3.50
4738,4.7380974,4.7381009,3.50
4739,4.7390973,4.7391008,3.50
4740,4.7400973,4.7401008,3.50
4741,4.7410972,4.7411007,3.50
4742,4.7420972,4.7421006,3.40
4743,4.7430971,4.7431006,3.50
4744,4.7440970,4.7441005,3.50
4745,4.7450970,4.7451004,3.40
4746,4.7460969,4.7461004,3.50
4747,4.7470968,4.7471003,3.50
4748,4.7480968,4.7481002,3.40
4749,4.7490967,4.7491002,3.50
4750,4.7500967,4.7501001,3.40
4751,4.7510966,4.7511001,3.50
4752,4.7520965,4.7521000,3.50
4753,4.7530965,4.7531000,3.50
4754,4.7540964,4.7540999,3.50
4755,4.7550963,4.7550998,3.50
4756,4.7560963,4.7560997,3.40
4757,4.7570962,4.7570997,3.50
4758,4.7580962,4.7580996,3.40
4759,4.7590961,4.7590996,3.50
4760,4.7600960,4.7600995,3.50
4761,4.7610960,4.7610994,3.40
4762,4.7620959,4.7620994,3.50
4763,4.7630958,4.7630993,3.50
4764,4.7640958,4.7640993,3.50
4765,4.7650957,4.7650992,3.50
4766,4.7660957,4.7660991,3.40
4767,4.7670956,4.7670991,3.50
4768,4.7680955,4.7680990,3.50
4769,4.7690955,4.7690990,3.50
4770,4.7700954,4.7700989,3.50
4771,4.7710953,4.7710988,3.50
4772,4.7720953,4.7720988,3.50
4773,4.7730952,4.7730987,3.50
4774,4.7740951,4.7740986,3.50
4775,4.7750951,4.7750986,3.50
4776,4.7760950,4.7760985,3.50
4777,4.7770950,4.7770984,3.40
4778,4.7780949,4.7780984,3.50
4779,4.7790948,4.7790983,3.50
4780,4.7800948,4.7800983,3.50
4781,4.7810947,4.7810982,3.50
4782,4.7820946,4.7820981,3.50
4783,4.7830946,4.7830981,3.50
4784,4.7840945,4.7840980,3.50
4785,4.7850945,4.7850979,3.40
4786,4.7860944,4.7860979,3.50
4787,4.7870943,4.7870978,3.50
4788,4.7880943,4.7880977,3.40
4789,4.7890942,4.7890977,3.50
4790,4.7900941,4.7900976,3.50
4791,4.7910941,4.7910976,3.50
4792,4.7920940,4.7920975,3.50
4793,4.7930940,4.7930974,3.40
4794,4.7940939,4.7940974,3.50
4795,4.7950938,4.7950973,3.50
4796,4.7960938,4.7960972,3.40
4797,4.7970937,4.7970972,3.50
4798,4.7980936,4.7980971,3.50
4799,4.7990936,4.7990971,3.50
4800,4.8000935,4.8000970,3.50
4801,4.8010935,4.8010969,3.40
4802,4.8020934,4.8020969,3.50
4803,4.8030933,4.8030968,3.50
4804,4.8040933,4.8040968,3.50
4805,4.8050932,4.8050967,3.50
4806,4.8060931,4.8060966,3.50
4807,4.8070931,4.8070966,3.50
4808,4.8080930,4.8080965,3.50
4809,4.8090929,4.8090964,3.50
4810,4.8100929,4.8100964,3.50
4811,4.8110928,4.8110963,3.50
4812,4.8120928,4.8120962,3.40
4813,4.8130927,4.8130962,3.50
4814,4.8140926,4.8140961,3.50
4815,4.8150926,4.8150961,3.50
4816,4.8160925,4.8160960,3.50
4817,4.8170924,4.8170959,3.50
4818,4.8180924,4.8180959,3.50
4819,4.8190923,4.8190958,3.50
4820,4.8200923,4.8200957,3.40
4821,4.8210922,4.8210957,3.50
4822,4.8220921,4.8220956,3.50
4823,4.8230921,4.8230956,3.50
4824,4.8240920,4.8240955,3.50
4825,4.8250919,4.8250955,3.60
4826,4.8260919,4.8260954,3.50
4827,4.8270918,4.8270953,3.50
4828,4.8280918,4.8280952,3.40
4829,4.8290917,4.8290953,3.60
4830,4.8300916,4.8300951,3.50
4831,4.8310916,4.8310951,3.50
4832,4.8320915,4.8320950,3.50
4833,4.8330914,4.8330949,3.50
4834,4.8340914,4.8340948,3.40
4835,4.8350913,4.8350948,3.50
4836,4.8360913,4.8360948,3.50
4837,4.8370912,4.8370947,3.50
4838,4.8380911,4.8380946,3.50
4839,4.8390911,4.8390946,3.50
4840,4.8400910,4.8400945,3.50
4841,4.8410909,4.8410944,3.50
4842,4.8420909,4.8420944,3.50
4843,4.8430908,4.8430943,3.50
4844,4.8440908,4.8440943,3.50
4845,4.8450907,4.8450942,3.50
4846,4.8460906,4.8460941,3.50
4847,4.8470906,4.8470992,8.60
4848,4.8480905,4.8480940,3.50
4849,4.8490904,4.8490991,8.70
4850,4.8500904,4.8500939,3.50
4851,4.8510903,4.8510990,8.70
4852,4.8520903,4.8520937,3.40
4853,4.8530902,4.8530989,8.70
4854,4.8540901,4.8540936,3.50
4855,4.8550901,4.8550988,8.70
4856,4.8560900,4.8560935,3.50
4857,4.8570899,4.8570986,8.70
4858,4.8580899,4.8580934,3.50
4859,4.8590898,4.8590985,8.70
4860,4.8600898,4.8600932,3.40
4861,4.8610897,4.8610932,3.50
4862,4.8620896,4.8620931,3.50
4863,4.8630896,4.8630931,3.50
4864,4.8640895,4.8640930,3.50
4865,4.8650894,4.8650929,3.50
4866,4.8660894,4.8660929,3.50
4867,4.8670893,4.8670928,3.50
4868,4.8680893,4.8680927,3.40
4869,4.8690892,4.8690927,3.50
4870,4.8700891,4.8700926,3.50
4871,4.8710891,4.8710925,3.40
4872,4.8720890,4.8720925,3.50
4873,4.8730889,4.8730924,3.50
4874,4.8740889,4.8740924,3.50
4875,4.8750888,4.8750923,3.50
4876,4.8760888,4.8760922,3.40
4877,4.8770887,4.8770922,3.50
4878,4.8780886,4.8780921,3.50
4879,4.8790886,4.8790921,3.50
4880,4.8800885,4.8800920,3.50
4881,4.8810884,4.8810919,3.50
4882,4.8820884,4.8820918,3.40
4883,4.8830883,4.8830918,3.50
4884,4.8840882,4.8840917,3.50
4885,4.8850882,4.8850917,3.50
4886,4.8860881,4.8860916,3.50
4887,4.8870881,4.8870916,3.50
4888,4.8880880,4.8880915,3.50
4889,4.8890879,4.8890914,3.50
4890,4.8900879,4.8900914,3.50
4891,4.8910878,4.8910913,3.50
4892,4.8920877,4.8920912,3.50
4893,4.8930877,4.8930912,3.50
4894,4.8940876,4.8940911,3.50
4895,4.8950876,4.8950911,3.50
4896,4.8960875,4.8960910,3.50
4897,4.8970874,4.8970909,3.50
4898,4.8980874,4.8980909,3.50
4899,4.8990873,4.8990908,3.50
4900,4.9000872,4.9000907,3.50
4901,4.9010872,4.9010907,3.50
4902,4.9020871,4.9020906,3.50
4903,4.9030871,4.9030906,3.50
4904,4.9040870,4.9040905,3.50
4905,4.9050869,4.9050904,3.50
4906,4.9060869,4.9060903,3.40
4907,4.9070868,4.9070903,3.50
4908,4.9080867,4.9080964,9.70
4909,4.9090867,4.9090902,3.50
4910,4.9100866,4.9100901,3.50
4911,4.9110866,4.9110901,3.50
4912,4.9120865,4.9120900,3.50
4913,4.9130864,4.9130899,3.50
4914,4.9140864,4.9140898,3.40
4915,4.9150863,4.9150898,3.50
4916,4.9160862,4.9160898,3.60
4917,4.9170862,4.9170896,3.40
4918,4.9180861,4.9180896,3.50
4919,4.9190861,4.9190896,3.50
4920,4.9200860,4.9200895,3.50
4921,4.9210859,4.9210894,3.50
4922,4.9220859,4.9220893,3.40
4923,4.9230858,4.9230893,3.50
4924,4.9240857,4.9240893,3.60
4925,4.9250857,4.9250892,3.50
4926,4.9260856,4.9260892,3.60
4927,4.9270855,4.9270891,3.60
4928,4.9280855,4.9280890,3.50
4929,4.9290854,4.9290889,3.50
4930,4.9300854,4.9300889,3.50
4931,4.9310853,4.9310888,3.50
4932,4.9320852,4.9320888,3.60
4933,4.9330852,4.9330886,3.40
4934,4.9340851,4.9340886,3.50
4935,4.9350850,4.9350886,3.60
4936,4.9360850,4.9360885,3.50
4937,4.9370849,4.9370884,3.50
4938,4.9380849,4.9380883,3.40
4939,4.9390848,4.9390883,3.50
4940,4.9400847,4.9400883,3.60
4941,4.9410847,4.9410882,3.50
4942,4.9420846,4.9420881,3.50
4943,4.9430845,4.9430880,3.50
4944,4.9440845,4.9440880,3.50
4945,4.9450844,4.9450879,3.50
4946,4.9460844,4.9460878,3.40
4947,4.9470843,4.9470878,3.50
4948,4.9480842,4.9480877,3.50
4949,4.9490842,4.9490877,3.50
4950,4.9500841,4.9500876,3.50
4951,4.9510840,4.9510876,3.60
4952,4.9520840,4.9520875,3.50
4953,4.9530839,4.9530874,3.50
4954,4.9540839,4.9540874,3.50
4955,4.9550838,4.9550873,3.50
4956,4.9560837,4.9560872,3.50
4957,4.9570837,4.9570872,3.50
4958,4.9580836,4.9580871,3.50
4959,4.9590835,4.9590871,3.60
4960,4.9600835,4.9600870,3.50
4961,4.9610834,4.9610869,3.50
4962,4.9620834,4.9620869,3.50
4963,4.9630833,4.9630868,3.50
4964,4.9640832,4.9640867,3.50
4965,4.9650832,4.9650867,3.50
4966,4.9660831,4.9660866,3.50
4967,4.9670830,4.9670865,3.50
4968,4.9680830,4.9680865,3.50
4969,4.9690829,4.9690864,3.50
4970,4.9700829,4.9700864,3.50
4971,4.9710828,4.9710863,3.50
4972,4.9720827,4.9720862,3.50
4973,4.9730827,4.9730862,3.50
4974,4.9740826,4.9740861,3.50
4975,4.9750825,4.9750861,3.60
4976,4.9760825,4.9760860,3.50
4977,4.9770824,4.9770859,3.50
4978,4.9780824,4.9780858,3.40
4979,4.9790823,4.9790858,3.50
4980,4.9800822,4.9800857,3.50
4981,4.9810822,4.9810856,3.40
4982,4.9820821,4.9820856,3.50
4983,4.9830820,4.9830855,3.50
4984,4.9840820,4.9840855,3.50
4985,4.9850819,4.9850854,3.50
4986,4.9860819,4.9860853,3.40
4987,4.9870818,4.9870853,3.50
4988,4.9880817,4.9880852,3.50
4989,4.9890817,4.9890851,3.40
4990,4.9900816,4.9900851,3.50
4991,4.9910815,4.9910850,3.50
4992,4.9920815,4.9920850,3.50
4993,4.9930814,4.9930849,3.50
4994,4.9940813,4.9940848,3.50
4995,4.9950813,4.9950848,3.50
4996,4.9960812,4.9960847,3.50
4997,4.9970812,4.9970847,3.50
4998,4.9980811,4.9980846,3.50
4999,4.9990810,4.9990846,3.60
5000,5.0000810,5.0000845,3.50
5001,5.0010809,5.0010845,3.60
5002,5.0020808,5.0020843,3.50
5003,5.0030808,5.0030843,3.50
5004,5.0040807,5.0040843,3.60
5005,5.0050807,5.0050842,3.50
5006,5.0060806,5.0060841,3.50
5007,5.0070805,5.0070840,3.50
5008,5.0080805,5.0080840,3.50
5009,5.0090804,5.0090839,3.50
5010,5.0100803,5.0100838,3.50
5011,5.0110803,5.0110838,3.50
5012,5.0120802,5.0120837,3.50
5013,5.0130802,5.0130836,3.40
5014,5.0140801,5.0140836,3.50
5015,5.0150800,5.0150835,3.50
5016,5.0160800,5.0160835,3.50
5017,5.0170799,5.0170834,3.50
5018,5.0180798,5.0180833,3.50
5019,5.0190798,5.0190833,3.50
5020,5.0200797,5.0200832,3.50
5021,5.0210797,5.0210832,3.50
5022,5.0220796,5.0220831,3.50
5023,5.0230795,5.0230830,3.50
5024,5.0240795,5.0240830,3.50
5025,5.0250794,5.0250829,3.50
5026,5.0260793,5.0260828,3.50
5027,5.0270793,5.0270828,3.50
5028,5.0280792,5.0280827,3.50
5029,5.0290792,5.0290827,3.50
5030,5.0300791,5.0300826,3.50
5031,5.0310790,5.0310825,3.50
5032,5.0320790,5.0320825,3.50
5033,5.0330789,5.0330824,3.50
5034,5.0340788,5.0340823,3.50
5035,5.0350788,5.0350823,3.50
5036,5.0360787,5.0360822,3.50
5037,5.0370786,5.0370821,3.50
5038,5.0380786,5.0380821,3.50
5039,5.0390785,5.0390821,3.60
5040,5.0400785,5.0400820,3.50
5041,5.0410784,5.0410819,3.50
5042,5.0420783,5.0420819,3.60
5043,5.0430783,5.0430818,3.50
5044,5.0440782,5.0440817,3.50
5045,5.0450781,5.0450816,3.50
5046,5.0460781,5.0460816,3.50
5047,5.0470780,5.0470815,3.50
5048,5.0480780,5.0480814,3.40
5049,5.0490779,5.0490814,3.50
5050,5.0500778,5.0500813,3.50
5051,5.0510778,5.0510813,3.50
5052,5.0520777,5.0520812,3.50
5053,5.0530776,5.0530811,3.50
5054,5.0540776,5.0540811,3.50
5055,5.0550775,5.0550810,3.50
5056,5.0560775,5.0560809,3.40
5057,5.0570774,5.0570809,3.50
5058,5.0580773,5.0580809,3.60
5059,5.0590773,5.0590808,3.50
5060,5.0600772,5.0600807,3.50
5061,5.0610771,5.0610807,3.60
5062,5.0620771,5.0620806,3.50
5063,5.0630770,5.0630805,3.50
5064,5.0640770,5.0640804,3.40
5065,5.0650769,5.0650856,8.70
5066,5.0660768,5.0660803,3.50
5067,5.0670768,5.0670854,8.60
5068,5.0680767,5.0680802,3.50
5069,5.0690766,5.0690801,3.50
5070,5.0700766,5.0700801,3.50
5071,5.0710765,5.0710800,3.50
5072,5.0720765,5.0720799,3.40
5073,5.0730764,5.0730799,3.50
5074,5.0740763,5.0740799,3.60
5075,5.0750763,5.0750798,3.50
5076,5.0760762,5.0760797,3.50
5077,5.0770761,5.0770796,3.50
5078,5.0780761,5.0780796,3.50
5079,5.0790760,5.0790795,3.50
5080,5.0800760,5.0800795,3.50
5081,5.0810759,5.0810794,3.50
5082,5.0820758,5.0820793,3.50
5083,5.0830758,5.0830793,3.50
5084,5.0840757,5.0840792,3.50
5085,5.0850756,5.0850792,3.60
5086,5.0860756,5.0860791,3.50
5087,5.0870755,5.0870790,3.50
5088,5.0880755,5.0880789,3.40
5089,5.0890754,5.0890789,3.50
5090,5.0900753,5.0900789,3.60
5091,5.0910753,5.0910787,3.40
5092,5.0920752,5.0920787,3.50
5093,5.0930751,5.0930786,3.50
5094,5.0940751,5.0940785,3.40
5095,5.0950750,5.0950785,3.50
5096,5.0960750,5.0960784,3.40
5097,5.0970749,5.0970784,3.50
5098,5.0980748,5.0980783,3.50
5099,5.0990748,5.0990783,3.50
5100,5.1000747,5.1000782,3.50
5101,5.1010746,5.1010781,3.50
5102,5.1020746,5.1020781,3.50
5103,5.1030745,5.1030780,3.50
5104,5.1040745,5.1040779,3.40
5105,5.1050744,5.1050779,3.50
5106,5.1060743,5.1060778,3.50
5107,5.1070743,5.1070778,3.50
5108,5.1080742,5.1080777,3.50
5109,5.1090741,5.1090776,3.50
5110,5.1100741,5.1100776,3.50
5111,5.1110740,5.1110775,3.50
5112,5.1120739,5.1120775,3.60
5113,5.1130739,5.1130774,3.50
5114,5.1140738,5.1140773,3.50
5115,5.1150738,5.1150772,3.40
5116,5.1160737,5.1160772,3.50
5117,5.1170736,5.1170771,3.50
5118,5.1180736,5.1180771,3.50
5119,5.1190735,5.1190770,3.50
5120,5.1200734,5.1200769,3.50
5121,5.1210734,5.1210769,3.50
5122,5.1220733,5.1220768,3.50
5123,5.1230733,5.1230768,3.50
5124,5.1240732,5.1240767,3.50
5125,5.1250731,5.1250766,3.50
5126,5.1260731,5.1260766,3.50
5127,5.1270730,5.1270765,3.50
5128,5.1280729,5.1280764,3.50
5129,5.1290729,5.1290764,3.50
