edge_index,mcu_pa9_time_s,pi_irq_marker_time_s,delta_us
2223,2.2232555,2.2232590,3.50
2224,2.2242555,2.2242590,3.50
2225,2.2252554,2.2252589,3.50
2226,2.2262553,2.2262588,3.50
2227,2.2272553,2.2272588,3.50
2228,2.2282552,2.2282587,3.50
2229,2.2292552,2.2292586,3.40
2230,2.2302551,2.2302585,3.40
2231,2.2312550,2.2312585,3.50
2232,2.2322550,2.2322584,3.40
2233,2.2332549,2.2332584,3.50
2234,2.2342548,2.2342583,3.50
2235,2.2352548,2.2352583,3.50
2236,2.2362547,2.2362582,3.50
2237,2.2372546,2.2372581,3.50
2238,2.2382546,2.2382581,3.50
2239,2.2392545,2.2392580,3.50
2240,2.2402545,2.2402579,3.40
2241,2.2412544,2.2412579,3.50
2242,2.2422543,2.2422578,3.50
2243,2.2432543,2.2432577,3.40
2244,2.2442542,2.2442577,3.50
2245,2.2452541,2.2452576,3.50
2246,2.2462541,2.2462576,3.50
2247,2.2472540,2.2472575,3.50
2248,2.2482540,2.2482575,3.50
2249,2.2492539,2.2492574,3.50
2250,2.2502538,2.2502573,3.50
2251,2.2512538,2.2512572,3.40
2252,2.2522537,2.2522572,3.50
2253,2.2532536,2.2532571,3.50
2254,2.2542536,2.2542571,3.50
2255,2.2552535,2.2552570,3.50
2256,2.2562534,2.2562569,3.50
2257,2.2572534,2.2572569,3.50
2258,2.2582533,2.2582568,3.50
2259,2.2592533,2.2592567,3.40
2260,2.2602532,2.2602567,3.50
2261,2.2612531,2.2612566,3.50
2262,2.2622531,2.2622565,3.40
2263,2.2632530,2.2632565,3.50
2264,2.2642529,2.2642564,3.50
2265,2.2652529,2.2652564,3.50
2266,2.2662528,2.2662563,3.50
2267,2.2672527,2.2672562,3.50
2268,2.2682527,2.2682562,3.50
2269,2.2692526,2.2692561,3.50
2270,2.2702526,2.2702560,3.40
2271,2.2712525,2.2712560,3.50
2272,2.2722524,2.2722559,3.50
2273,2.2732524,2.2732559,3.50
2274,2.2742523,2.2742558,3.50
2275,2.2752522,2.2752557,3.50
2276,2.2762522,2.2762557,3.50
2277,2.2772521,2.2772556,3.50
2278,2.2782521,2.2782556,3.50
2279,2.2792520,2.2792555,3.50
2280,2.2802519,2.2802554,3.50
2281,2.2812519,2.2812553,3.40
2282,2.2822518,2.2822553,3.50
2283,2.2832517,2.2832552,3.50
2284,2.2842517,2.2842552,3.50
2285,2.2852516,2.2852551,3.50
2286,2.2862516,2.2862550,3.40
2287,2.2872515,2.2872550,3.50
2288,2.2882514,2.2882549,3.50
2289,2.2892514,2.2892548,3.40
2290,2.2902513,2.2902548,3.50
2291,2.2912512,2.2912547,3.50
2292,2.2922512,2.2922546,3.40
2293,2.2932511,2.2932546,3.50
2294,2.2942510,2.2942545,3.50
2295,2.2952510,2.2952545,3.50
2296,2.2962509,2.2962544,3.50
2297,2.2972509,2.2972543,3.40
2298,2.2982508,2.2982542,3.40
2299,2.2992507,2.2992542,3.50
2300,2.3002507,2.3002542,3.50
2301,2.3012506,2.3012541,3.50
2302,2.3022505,2.3022540,3.50
2303,2.3032505,2.3032540,3.50
2304,2.3042504,2.3042539,3.50
2305,2.3052503,2.3052538,3.50
2306,2.3062503,2.3062538,3.50
2307,2.3072502,2.3072537,3.50
2308,2.3082502,2.3082536,3.40
2309,2.3092501,2.3092536,3.50
2310,2.3102500,2.3102535,3.50
2311,2.3112500,2.3112535,3.50
2312,2.3122499,2.3122534,3.50
2313,2.3132498,2.3132533,3.50
2314,2.3142498,2.3142533,3.50
2315,2.3152497,2.3152532,3.50
2316,2.3162497,2.3162532,3.50
2317,2.3172496,2.3172531,3.50
2318,2.3182495,2.3182530,3.50
2319,2.3192495,2.3192529,3.40
2320,2.3202494,2.3202529,3.50
2321,2.3212493,2.3212528,3.50
2322,2.3222493,2.3222527,3.40
2323,2.3232492,2.3232527,3.50
2324,2.3242491,2.3242526,3.50
2325,2.3252491,2.3252526,3.50
2326,2.3262490,2.3262525,3.50
2327,2.3272490,2.3272525,3.50
2328,2.3282489,2.3282524,3.50
2329,2.3292488,2.3292523,3.50
2330,2.3302488,2.3302523,3.50
2331,2.3312487,2.3312522,3.50
2332,2.3322486,2.3322521,3.50
2333,2.3332486,2.3332521,3.50
2334,2.3342485,2.3342520,3.50
2335,2.3352485,2.3352519,3.40
2336,2.3362484,2.3362519,3.50
2337,2.3372483,2.3372518,3.50
2338,2.3382483,2.3382517,3.40
2339,2.3392482,2.3392517,3.50
2340,2.3402481,2.3402516,3.50
2341,2.3412481,2.3412516,3.50
2342,2.3422480,2.3422515,3.50
2343,2.3432479,2.3432514,3.50
2344,2.3442479,2.3442514,3.50
2345,2.3452478,2.3452513,3.50
2346,2.3462478,2.3462564,8.60
2347,2.3472477,2.3472512,3.50
2348,2.3482476,2.3482563,8.70
2349,2.3492476,2.3492510,3.40
2350,2.3502475,2.3502562,8.70
2351,2.3512474,2.3512509,3.50
2352,2.3522474,2.3522561,8.70
2353,2.3532473,2.3532508,3.50
2354,2.3542473,2.3542559,8.60
2355,2.3552472,2.3552507,3.50
2356,2.3562471,2.3562558,8.70
2357,2.3572471,2.3572506,3.50
2358,2.3582470,2.3582556,8.60
2359,2.3592469,2.3592504,3.50
2360,2.3602469,2.3602504,3.50
2361,2.3612468,2.3612503,3.50
2362,2.3622467,2.3622502,3.50
2363,2.3632467,2.3632502,3.50
2364,2.3642466,2.3642501,3.50
2365,2.3652466,2.3652501,3.50
2366,2.3662465,2.3662500,3.50
2367,2.3672464,2.3672499,3.50
2368,2.3682464,2.3682498,3.40
2369,2.3692463,2.3692499,3.60
2370,2.3702462,2.3702497,3.50
2371,2.3712462,2.3712497,3.50
2372,2.3722461,2.3722496,3.50
2373,2.3732461,2.3732495,3.40
2374,2.3742460,2.3742495,3.50
2375,2.3752459,2.3752494,3.50
2376,2.3762459,2.3762494,3.50
2377,2.3772458,2.3772493,3.50
2378,2.3782457,2.3782492,3.50
2379,2.3792457,2.3792492,3.50
2380,2.3802456,2.3802491,3.50
2381,2.3812455,2.3812490,3.50
2382,2.3822455,2.3822490,3.50
2383,2.3832454,2.3832489,3.50
2384,2.3842454,2.3842488,3.40
2385,2.3852453,2.3852488,3.50
2386,2.3862452,2.3862487,3.50
2387,2.3872452,2.3872487,3.50
2388,2.3882451,2.3882486,3.50
2389,2.3892450,2.3892485,3.50
2390,2.3902450,2.3902485,3.50
2391,2.3912449,2.3912484,3.50
2392,2.3922449,2.3922483,3.40
2393,2.3932448,2.3932483,3.50
2394,2.3942447,2.3942483,3.60
2395,2.3952447,2.3952481,3.40
2396,2.3962446,2.3962481,3.50
2397,2.3972445,2.3972480,3.50
2398,2.3982445,2.3982480,3.50
2399,2.3992444,2.3992479,3.50
2400,2.4002443,2.4002479,3.60
2401,2.4012443,2.4012478,3.50
2402,2.4022442,2.4022477,3.50
2403,2.4032442,2.4032476,3.40
2404,2.4042441,2.4042476,3.50
2405,2.4052440,2.4052475,3.50
2406,2.4062440,2.4062474,3.40
2407,2.4072439,2.4072474,3.50
2408,2.4082438,2.4082473,3.50
2409,2.4092438,2.4092473,3.50
2410,2.4102437,2.4102472,3.50
2411,2.4112436,2.4112472,3.60
2412,2.4122436,2.4122471,3.50
2413,2.4132435,2.4132470,3.50
2414,2.4142435,2.4142469,3.40
2415,2.4152434,2.4152469,3.50
2416,2.4162433,2.4162468,3.50
2417,2.4172433,2.4172467,3.40
2418,2.4182432,2.4182467,3.50
2419,2.4192431,2.4192466,3.50
2420,2.4202431,2.4202466,3.50
2421,2.4212430,2.4212465,3.50
2422,2.4222430,2.4222465,3.50
2423,2.4232429,2.4232464,3.50
2424,2.4242428,2.4242463,3.50
2425,2.4252428,2.4252463,3.50
2426,2.4262427,2.4262462,3.50
2427,2.4272426,2.4272461,3.50
2428,2.4282426,2.4282461,3.50
2429,2.4292425,2.4292460,3.50
2430,2.4302425,2.4302459,3.40
2431,2.4312424,2.4312459,3.50
2432,2.4322423,2.4322458,3.50
2433,2.4332423,2.4332457,3.40
2434,2.4342422,2.4342457,3.50
2435,2.4352421,2.4352456,3.50
2436,2.4362421,2.4362456,3.50
2437,2.4372420,2.4372455,3.50
2438,2.4382419,2.4382454,3.50
2439,2.4392419,2.4392454,3.50
2440,2.4402418,2.4402453,3.50
2441,2.4412418,2.4412453,3.50
2442,2.4422417,2.4422452,3.50
2443,2.4432416,2.4432451,3.50
2444,2.4442416,2.4442450,3.40
2445,2.4452415,2.4452450,3.50
2446,2.4462414,2.4462449,3.50
2447,2.4472414,2.4472448,3.40
2448,2.4482413,2.4482448,3.50
2449,2.4492412,2.4492448,3.60
2450,2.4502412,2.4502447,3.50
2451,2.4512411,2.4512446,3.50
2452,2.4522411,2.4522445,3.40
2453,2.4532410,2.4532445,3.50
2454,2.4542409,2.4542444,3.50
2455,2.4552409,2.4552444,3.50
2456,2.4562408,2.4562443,3.50
2457,2.4572407,2.4572442,3.50
2458,2.4582407,2.4582442,3.50
2459,2.4592406,2.4592441,3.50
2460,2.4602406,2.4602441,3.50
2461,2.4612405,2.4612440,3.50
2462,2.4622404,2.4622439,3.50
2463,2.4632404,2.4632438,3.40
2464,2.4642403,2.4642438,3.50
2465,2.4652402,2.4652437,3.50
2466,2.4662402,2.4662437,3.50
2467,2.4672401,2.4672436,3.50
2468,2.4682401,2.4682435,3.40
2469,2.4692400,2.4692434,3.40
2470,2.4702399,2.4702434,3.50
2471,2.4712399,2.4712433,3.40
2472,2.4722398,2.4722433,3.50
2473,2.4732397,2.4732432,3.50
2474,2.4742397,2.4742431,3.40
2475,2.4752396,2.4752431,3.50
2476,2.4762395,2.4762430,3.50
2477,2.4772395,2.4772429,3.40
2478,2.4782394,2.4782429,3.50
2479,2.4792394,2.4792429,3.50
2480,2.4802393,2.4802428,3.50
2481,2.4812392,2.4812427,3.50
2482,2.4822392,2.4822426,3.40
2483,2.4832391,2.4832426,3.50
2484,2.4842390,2.4842425,3.50
2485,2.4852390,2.4852425,3.50
2486,2.4862389,2.4862424,3.50
2487,2.4872388,2.4872423,3.50
2488,2.4882388,2.4882423,3.50
2489,2.4892387,2.4892422,3.50
2490,2.4902387,2.4902421,3.40
2491,2.4912386,2.4912421,3.50
2492,2.4922385,2.4922420,3.50
2493,2.4932385,2.4932420,3.50
2494,2.4942384,2.4942419,3.50
2495,2.4952383,2.4952418,3.50
2496,2.4962383,2.4962418,3.50
2497,2.4972382,2.4972417,3.50
2498,2.4982382,2.4982417,3.50
2499,2.4992381,2.4992416,3.50
2500,2.5002380,2.5002415,3.50
2501,2.5012380,2.5012415,3.50
2502,2.5022379,2.5022414,3.50
2503,2.5032378,2.5032413,3.50
2504,2.5042378,2.5042413,3.50
2505,2.5052377,2.5052464,8.70
2506,2.5062376,2.5062411,3.50
2507,2.5072376,2.5072462,8.60
2508,2.5082375,2.5082411,3.60
2509,2.5092375,2.5092410,3.50
2510,2.5102374,2.5102409,3.50
2511,2.5112373,2.5112408,3.50
2512,2.5122373,2.5122407,3.40
2513,2.5132372,2.5132407,3.50
2514,2.5142371,2.5142406,3.50
2515,2.5152371,2.5152405,3.40
2516,2.5162370,2.5162405,3.50
2517,2.5172370,2.5172404,3.40
2518,2.5182369,2.5182404,3.50
2519,2.5192368,2.5192403,3.50
2520,2.5202368,2.5202402,3.40
2521,2.5212367,2.5212402,3.50
2522,2.5222366,2.5222401,3.50
2523,2.5232366,2.5232401,3.50
2524,2.5242365,2.5242400,3.50
2525,2.5252364,2.5252399,3.50
2526,2.5262364,2.5262398,3.40
2527,2.5272363,2.5272398,3.50
2528,2.5282363,2.5282397,3.40
2529,2.5292362,2.5292397,3.50
2530,2.5302361,2.5302396,3.50
2531,2.5312361,2.5312395,3.40
2532,2.5322360,2.5322395,3.50
2533,2.5332359,2.5332394,3.50
2534,2.5342359,2.5342394,3.50
2535,2.5352358,2.5352393,3.50
2536,2.5362358,2.5362392,3.40
2537,2.5372357,2.5372392,3.50
2538,2.5382356,2.5382391,3.50
2539,2.5392356,2.5392390,3.40
2540,2.5402355,2.5402390,3.50
2541,2.5412354,2.5412389,3.50
2542,2.5422354,2.5422388,3.40
2543,2.5432353,2.5432388,3.50
2544,2.5442352,2.5442388,3.60
2545,2.5452352,2.5452387,3.50
2546,2.5462351,2.5462386,3.50
2547,2.5472351,2.5472385,3.40
2548,2.5482350,2.5482385,3.50
2549,2.5492349,2.5492384,3.50
2550,2.5502349,2.5502383,3.40
2551,2.5512348,2.5512383,3.50
2552,2.5522347,2.5522382,3.50
2553,2.5532347,2.5532381,3.40
2554,2.5542346,2.5542381,3.50
2555,2.5552345,2.5552380,3.50
2556,2.5562345,2.5562379,3.40
2557,2.5572344,2.5572379,3.50
2558,2.5582344,2.5582378,3.40
2559,2.5592343,2.5592378,3.50
2560,2.5602342,2.5602377,3.50
2561,2.5612342,2.5612377,3.50
2562,2.5622341,2.5622376,3.50
2563,2.5632340,2.5632375,3.50
2564,2.5642340,2.5642375,3.50
2565,2.5652339,2.5652374,3.50
2566,2.5662339,2.5662374,3.50
2567,2.5672338,2.5672373,3.50
2568,2.5682337,2.5682372,3.50
2569,2.5692337,2.5692372,3.50
2570,2.5702336,2.5702371,3.50
2571,2.5712335,2.5712370,3.50
2572,2.5722335,2.5722370,3.50
2573,2.5732334,2.5732369,3.50
2574,2.5742334,2.5742368,3.40
2575,2.5752333,2.5752368,3.50
2576,2.5762332,2.5762367,3.50
2577,2.5772332,2.5772366,3.40
2578,2.5782331,2.5782366,3.50
2579,2.5792330,2.5792365,3.50
2580,2.5802330,2.5802364,3.40
2581,2.5812329,2.5812364,3.50
2582,2.5822328,2.5822363,3.50
2583,2.5832328,2.5832363,3.50
2584,2.5842327,2.5842362,3.50
2585,2.5852327,2.5852361,3.40
2586,2.5862326,2.5862361,3.50
2587,2.5872325,2.5872360,3.50
2588,2.5882325,2.5882359,3.40
2589,2.5892324,2.5892359,3.50
2590,2.5902323,2.5902358,3.50
2591,2.5912323,2.5912358,3.50
2592,2.5922322,2.5922357,3.50
2593,2.5932321,2.5932356,3.50
2594,2.5942321,2.5942356,3.50
2595,2.5952320,2.5952356,3.60
2596,2.5962320,2.5962354,3.40
2597,2.5972319,2.5972354,3.50
2598,2.5982318,2.5982353,3.50
2599,2.5992318,2.5992352,3.40
2600,2.6002317,2.6002352,3.50
2601,2.6012316,2.6012351,3.50
2602,2.6022316,2.6022351,3.50
2603,2.6032315,2.6032350,3.50
2604,2.6042315,2.6042349,3.40
2605,2.6052314,2.6052348,3.40
2606,2.6062313,2.6062348,3.50
2607,2.6072313,2.6072347,3.40
2608,2.6082312,2.6082348,3.60
2609,2.6092311,2.6092346,3.50
2610,2.6102311,2.6102345,3.40
2611,2.6112310,2.6112345,3.50
2612,2.6122310,2.6122345,3.50
2613,2.6132309,2.6132344,3.50
2614,2.6142308,2.6142343,3.50
2615,2.6152308,2.6152342,3.40
2616,2.6162307,2.6162342,3.50
2617,2.6172306,2.6172341,3.50
2618,2.6182306,2.6182340,3.40
2619,2.6192305,2.6192340,3.50
2620,2.6202304,2.6202340,3.60
2621,2.6212304,2.6212339,3.50
2622,2.6222303,2.6222338,3.50
2623,2.6232303,2.6232338,3.50
2624,2.6242302,2.6242337,3.50
2625,2.6252301,2.6252336,3.50
2626,2.6262301,2.6262335,3.40
2627,2.6272300,2.6272335,3.50
2628,2.6282299,2.6282334,3.50
2629,2.6292299,2.6292334,3.50
2630,2.6302298,2.6302333,3.50
2631,2.6312297,2.6312332,3.50
2632,2.6322297,2.6322332,3.50
2633,2.6332296,2.6332331,3.50
2634,2.6342296,2.6342331,3.50
2635,2.6352295,2.6352330,3.50
2636,2.6362294,2.6362329,3.50
2637,2.6372294,2.6372328,3.40
2638,2.6382293,2.6382328,3.50
2639,2.6392292,2.6392327,3.50
2640,2.6402292,2.6402326,3.40
2641,2.6412291,2.6412326,3.50
2642,2.6422291,2.6422325,3.40
2643,2.6432290,2.6432325,3.50
2644,2.6442289,2.6442324,3.50
2645,2.6452289,2.6452323,3.40
2646,2.6462288,2.6462323,3.50
2647,2.6472287,2.6472322,3.50
2648,2.6482287,2.6482321,3.40
2649,2.6492286,2.6492322,3.60
2650,2.6502285,2.6502320,3.50
2651,2.6512285,2.6512320,3.50
2652,2.6522284,2.6522319,3.50
2653,2.6532284,2.6532318,3.40
2654,2.6542283,2.6542318,3.50
2655,2.6552282,2.6552317,3.50
2656,2.6562282,2.6562316,3.40
2657,2.6572281,2.6572383,10.20
2658,2.6582280,2.6582315,3.50
2659,2.6592280,2.6592315,3.50
2660,2.6602279,2.6602314,3.50
2661,2.6612278,2.6612313,3.50
2662,2.6622278,2.6622313,3.50
2663,2.6632277,2.6632312,3.50
2664,2.6642277,2.6642312,3.50
2665,2.6652276,2.6652310,3.40
2666,2.6662275,2.6662310,3.50
2667,2.6672275,2.6672310,3.50
2668,2.6682274,2.6682309,3.50
2669,2.6692273,2.6692308,3.50
2670,2.6702273,2.6702308,3.50
2671,2.6712272,2.6712307,3.50
2672,2.6722272,2.6722307,3.50
2673,2.6732271,2.6732306,3.50
2674,2.6742270,2.6742305,3.50
2675,2.6752270,2.6752304,3.40
2676,2.6762269,2.6762304,3.50
2677,2.6772268,2.6772303,3.50
2678,2.6782268,2.6782303,3.50
2679,2.6792267,2.6792302,3.50
2680,2.6802267,2.6802301,3.40
2681,2.6812266,2.6812301,3.50
2682,2.6822265,2.6822300,3.50
2683,2.6832265,2.6832300,3.50
2684,2.6842264,2.6842299,3.50
2685,2.6852263,2.6852298,3.50
2686,2.6862263,2.6862297,3.40
2687,2.6872262,2.6872297,3.50
2688,2.6882261,2.6882296,3.50
2689,2.6892261,2.6892295,3.40
2690,2.6902260,2.6902295,3.50
2691,2.6912260,2.6912295,3.50
2692,2.6922259,2.6922294,3.50
2693,2.6932258,2.6932293,3.50
2694,2.6942258,2.6942293,3.50
2695,2.6952257,2.6952292,3.50
2696,2.6962256,2.6962292,3.60
2697,2.6972256,2.6972291,3.50
2698,2.6982255,2.6982290,3.50
2699,2.6992254,2.6992289,3.50
2700,2.7002254,2.7002289,3.50
2701,2.7012253,2.7012288,3.50
2702,2.7022253,2.7022287,3.40
2703,2.7032252,2.7032287,3.50
2704,2.7042251,2.7042286,3.50
2705,2.7052251,2.7052354,10.30
2706,2.7062250,2.7062285,3.50
2707,2.7072249,2.7072284,3.50
2708,2.7082249,2.7082284,3.50
2709,2.7092248,2.7092283,3.50
2710,2.7102248,2.7102282,3.40
2711,2.7112247,2.7112282,3.50
2712,2.7122246,2.7122281,3.50
2713,2.7132246,2.7132280,3.40
2714,2.7142245,2.7142280,3.50
2715,2.7152244,2.7152279,3.50
2716,2.7162244,2.7162278,3.40
2717,2.7172243,2.7172278,3.50
2718,2.7182243,2.7182277,3.40
2719,2.7192242,2.7192277,3.50
2720,2.7202241,2.7202276,3.50
2721,2.7212241,2.7212276,3.50
2722,2.7222240,2.7222275,3.50
2723,2.7232239,2.7232274,3.50
2724,2.7242239,2.7242274,3.50
2725,2.7252238,2.7252273,3.50
2726,2.7262237,2.7262272,3.50
2727,2.7272237,2.7272271,3.40
2728,2.7282236,2.7282271,3.50
2729,2.7292236,2.7292270,3.40
2730,2.7302235,2.7302270,3.50
2731,2.7312234,2.7312269,3.50
2732,2.7322234,2.7322268,3.40
2733,2.7332233,2.7332268,3.50
2734,2.7342232,2.7342267,3.50
2735,2.7352232,2.7352266,3.40
2736,2.7362231,2.7362266,3.50
2737,2.7372230,2.7372265,3.50
2738,2.7382230,2.7382265,3.50
2739,2.7392229,2.7392264,3.50
2740,2.7402229,2.7402263,3.40
2741,2.7412228,2.7412263,3.50
2742,2.7422227,2.7422262,3.50
2743,2.7432227,2.7432262,3.50
2744,2.7442226,2.7442261,3.50
2745,2.7452225,2.7452260,3.50
2746,2.7462225,2.7462260,3.50
2747,2.7472224,2.7472259,3.50
2748,2.7482224,2.7482258,3.40
2749,2.7492223,2.7492258,3.50
2750,2.7502222,2.7502257,3.50
2751,2.7512222,2.7512257,3.50
2752,2.7522221,2.7522256,3.50
2753,2.7532220,2.7532255,3.50
2754,2.7542220,2.7542254,3.40
2755,2.7552219,2.7552254,3.50
2756,2.7562218,2.7562253,3.50
2757,2.7572218,2.7572253,3.50
2758,2.7582217,2.7582252,3.50
2759,2.7592217,2.7592251,3.40
2760,2.7602216,2.7602251,3.50
2761,2.7612215,2.7612250,3.50
2762,2.7622215,2.7622250,3.50
2763,2.7632214,2.7632249,3.50
2764,2.7642213,2.7642248,3.50
2765,2.7652213,2.7652248,3.50
2766,2.7662212,2.7662247,3.50
2767,2.7672212,2.7672247,3.50
2768,2.7682211,2.7682246,3.50
2769,2.7692210,2.7692245,3.50
2770,2.7702210,2.7702245,3.50
2771,2.7712209,2.7712244,3.50
2772,2.7722208,2.7722243,3.50
2773,2.7732208,2.7732243,3.50
2774,2.7742207,2.7742242,3.50
2775,2.7752206,2.7752242,3.60
2776,2.7762206,2.7762241,3.50
2777,2.7772205,2.7772240,3.50
2778,2.7782205,2.7782239,3.40
2779,2.7792204,2.7792239,3.50
2780,2.7802203,2.7802238,3.50
2781,2.7812203,2.7812237,3.40
2782,2.7822202,2.7822237,3.50
2783,2.7832201,2.7832236,3.50
2784,2.7842201,2.7842236,3.50
2785,2.7852200,2.7852235,3.50
2786,2.7862200,2.7862235,3.50
2787,2.7872199,2.7872234,3.50
2788,2.7882198,2.7882233,3.50
2789,2.7892198,2.7892233,3.50
2790,2.7902197,2.7902232,3.50
2791,2.7912196,2.7912231,3.50
2792,2.7922196,2.7922231,3.50
2793,2.7932195,2.7932230,3.50
2794,2.7942194,2.7942230,3.60
2795,2.7952194,2.7952229,3.50
2796,2.7962193,2.7962228,3.50
2797,2.7972193,2.7972227,3.40
2798,2.7982192,2.7982227,3.50
2799,2.7992191,2.7992226,3.50
2800,2.8002191,2.8002225,3.40
2801,2.8012190,2.8012225,3.50
2802,2.8022189,2.8022224,3.50
2803,2.8032189,2.8032223,3.40
2804,2.8042188,2.8042223,3.50
2805,2.8052187,2.8052223,3.60
2806,2.8062187,2.8062222,3.50
2807,2.8072186,2.8072221,3.50
2808,2.8082186,2.8082220,3.40
2809,2.8092185,2.8092220,3.50
2810,2.8102184,2.8102219,3.50
2811,2.8112184,2.8112219,3.50
2812,2.8122183,2.8122218,3.50
2813,2.8132182,2.8132218,3.60
2814,2.8142182,2.8142217,3.50
2815,2.8152181,2.8152216,3.50
2816,2.8162181,2.8162215,3.40
2817,2.8172180,2.8172215,3.50
2818,2.8182179,2.8182215,3.60
2819,2.8192179,2.8192214,3.50
2820,2.8202178,2.8202213,3.50
2821,2.8212177,2.8212212,3.50
2822,2.8222177,2.8222211,3.40
2823,2.8232176,2.8232211,3.50
2824,2.8242176,2.8242211,3.50
2825,2.8252175,2.8252210,3.50
2826,2.8262174,2.8262209,3.50
2827,2.8272174,2.8272208,3.40
2828,2.8282173,2.8282208,3.50
2829,2.8292172,2.8292207,3.50
2830,2.8302172,2.8302207,3.50
2831,2.8312171,2.8312206,3.50
2832,2.8322170,2.8322206,3.60
2833,2.8332170,2.8332205,3.50
2834,2.8342169,2.8342204,3.50
2835,2.8352169,2.8352203,3.40
2836,2.8362168,2.8362203,3.50
2837,2.8372167,2.8372202,3.50
2838,2.8382167,2.8382202,3.50
2839,2.8392166,2.8392201,3.50
2840,2.8402165,2.8402200,3.50
2841,2.8412165,2.8412200,3.50
2842,2.8422164,2.8422199,3.50
2843,2.8432163,2.8432198,3.50
2844,2.8442163,2.8442198,3.50
2845,2.8452162,2.8452260,9.80
2846,2.8462162,2.8462197,3.50
2847,2.8472161,2.8472248,8.70
2848,2.8482160,2.8482195,3.50
2849,2.8492160,2.8492246,8.60
2850,2.8502159,2.8502194,3.50
2851,2.8512158,2.8512245,8.70
2852,2.8522158,2.8522193,3.50
2853,2.8532157,2.8532244,8.70
2854,2.8542157,2.8542191,3.40
2855,2.8552156,2.8552243,8.70
2856,2.8562155,2.8562190,3.50
2857,2.8572155,2.8572241,8.60
2858,2.8582154,2.8582189,3.50
2859,2.8592153,2.8592240,8.70
2860,2.8602153,2.8602187,3.40
2861,2.8612152,2.8612187,3.50
2862,2.8622151,2.8622186,3.50
2863,2.8632151,2.8632186,3.50
2864,2.8642150,2.8642185,3.50
2865,2.8652150,2.8652184,3.40
2866,2.8662149,2.8662184,3.50
2867,2.8672148,2.8672183,3.50
2868,2.8682148,2.8682182,3.40
2869,2.8692147,2.8692182,3.50
2870,2.8702146,2.8702181,3.50
2871,2.8712146,2.8712181,3.50
2872,2.8722145,2.8722180,3.50
2873,2.8732145,2.8732179,3.40
2874,2.8742144,2.8742178,3.40
2875,2.8752143,2.8752178,3.50
2876,2.8762143,2.8762177,3.40
2877,2.8772142,2.8772177,3.50
2878,2.8782141,2.8782176,3.50
2879,2.8792141,2.8792176,3.50
2880,2.8802140,2.8802175,3.50
2881,2.8812139,2.8812174,3.50
2882,2.8822139,2.8822174,3.50
2883,2.8832138,2.8832174,3.60
2884,2.8842138,2.8842172,3.40
2885,2.8852137,2.8852172,3.50
2886,2.8862136,2.8862171,3.50
2887,2.8872136,2.8872171,3.50
2888,2.8882135,2.8882170,3.50
2889,2.8892134,2.8892169,3.50
2890,2.8902134,2.8902169,3.50
2891,2.8912133,2.8912168,3.50
2892,2.8922133,2.8922167,3.40
2893,2.8932132,2.8932167,3.50
2894,2.8942131,2.8942166,3.50
2895,2.8952131,2.8952165,3.40
2896,2.8962130,2.8962165,3.50
2897,2.8972129,2.8972164,3.50
2898,2.8982129,2.8982164,3.50
2899,2.8992128,2.8992163,3.50
2900,2.9002127,2.9002162,3.50
2901,2.9012127,2.9012162,3.50
2902,2.9022126,2.9022161,3.50
2903,2.9032126,2.9032160,3.40
2904,2.9042125,2.9042160,3.50
2905,2.9052124,2.9052159,3.50
2906,2.9062124,2.9062158,3.40
2907,2.9072123,2.9072158,3.50
2908,2.9082122,2.9082157,3.50
2909,2.9092122,2.9092157,3.50
2910,2.9102121,2.9102156,3.50
2911,2.9112120,2.9112156,3.60
2912,2.9122120,2.9122154,3.40
2913,2.9132119,2.9132155,3.60
2914,2.9142119,2.9142153,3.40
2915,2.9152118,2.9152153,3.50
2916,2.9162117,2.9162152,3.50
2917,2.9172117,2.9172151,3.40
2918,2.9182116,2.9182151,3.50
2919,2.9192115,2.9192151,3.60
2920,2.9202115,2.9202150,3.50
2921,2.9212114,2.9212149,3.50
2922,2.9222114,2.9222148,3.40
2923,2.9232113,2.9232148,3.50
2924,2.9242112,2.9242147,3.50
2925,2.9252112,2.9252146,3.40
2926,2.9262111,2.9262146,3.50
2927,2.9272110,2.9272145,3.50
2928,2.9282110,2.9282145,3.50
2929,2.9292109,2.9292144,3.50
2930,2.9302109,2.9302143,3.40
2931,2.9312108,2.9312143,3.50
2932,2.9322107,2.9322142,3.50
2933,2.9332107,2.9332142,3.50
2934,2.9342106,2.9342141,3.50
2935,2.9352105,2.9352140,3.50
2936,2.9362105,2.9362139,3.40
2937,2.9372104,2.9372139,3.50
2938,2.9382103,2.9382138,3.50
2939,2.9392103,2.9392138,3.50
